key-for-ranking,Metro_2013,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016
25005,1.0,5.9,7.3,10.7,10.6,9.4,8.7,8.7,7.4,6.1,4.9
25007,0.0,3.6,4.3,6.4,9.8,9.4,8.9,9.1,7.9,6.5,5.2
25009,1.0,4.9,5.9,8.7,8.7,7.6,7.1,7.0,6.0,5.0,4.0
25011,0.0,4.3,5.2,7.6,7.6,6.5,6.1,6.2,5.3,4.4,3.5
25013,1.0,5.7,6.7,9.3,10.3,9.3,8.6,8.7,7.6,6.4,5.3
25015,1.0,3.9,4.5,6.4,7.0,6.2,5.8,6.1,5.3,4.5,3.6
25017,1.0,3.8,4.5,6.9,6.9,5.9,5.4,5.5,4.7,3.9,3.2
25019,0.0,2.4,3.4,6.7,9.6,8.6,7.8,7.3,6.2,5.4,4.4
25021,1.0,4.0,4.9,7.3,7.4,6.3,5.7,5.8,5.0,4.2,3.4
25023,1.0,4.9,5.9,8.5,8.9,7.8,7.0,7.0,6.0,5.1,4.1
25025,1.0,4.6,5.4,7.7,7.6,6.6,6.1,6.2,5.3,4.4,3.5
25027,1.0,5.1,6.0,8.9,8.8,7.7,7.2,7.2,6.1,5.1,4.1
26000,,7.0,8.0,13.7,12.6,10.4,9.1,8.8,7.2,5.4,5.0
26001,0.0,10.3,11.4,18.8,17.8,14.3,12.7,13.3,10.6,8.0,7.6
26003,0.0,8.4,9.3,13.7,14.1,12.7,11.9,11.7,10.4,8.6,8.2
26005,0.0,6.4,7.3,12.9,11.3,8.7,7.4,6.7,5.4,4.2,3.9
26007,0.0,8.4,8.8,13.8,13.1,10.8,9.7,9.7,8.0,6.3,5.9
26009,0.0,8.1,9.3,15.2,16.0,13.3,11.5,11.4,9.5,7.5,7.0
26011,0.0,9.9,10.3,16.6,16.5,14.1,12.8,13.0,11.1,9.0,8.2
26013,0.0,12.8,13.4,24.2,19.4,16.4,14.1,14.5,11.3,9.2,8.2
26015,1.0,5.5,6.4,10.4,10.4,8.2,6.8,6.4,5.4,4.3,4.0
26017,1.0,6.9,7.5,11.9,11.6,9.9,8.7,8.7,7.2,5.8,5.4
26019,0.0,8.0,8.9,13.8,13.5,12.0,10.5,10.3,8.7,7.0,6.5
26021,1.0,6.9,7.8,12.7,12.0,10.2,9.0,8.7,6.8,5.2,5.0
26023,0.0,7.4,8.3,14.1,12.6,10.5,8.9,8.4,6.7,5.1,4.8
26025,1.0,7.0,7.4,11.8,11.7,9.8,8.4,7.9,6.3,5.1,4.8
26027,1.0,5.7,6.7,11.4,11.4,9.7,8.4,8.2,6.7,5.1,4.7
26029,0.0,8.8,9.6,14.8,14.0,12.2,10.8,10.7,8.2,6.1,5.5
26031,0.0,10.4,11.1,13.8,14.0,12.3,11.8,11.5,10.7,9.1,9.4
26033,0.0,8.9,9.5,12.7,11.9,10.9,10.0,10.5,9.5,7.8,7.6
26035,0.0,10.7,11.4,16.6,15.5,13.2,11.8,11.7,9.9,7.8,7.3
26037,1.0,5.5,5.8,9.4,8.4,7.0,6.1,6.0,5.1,3.9,3.7
26039,0.0,8.0,9.2,13.5,14.2,12.8,11.8,11.4,9.5,7.9,7.5
26041,0.0,7.7,8.3,12.3,12.5,10.8,9.9,10.3,8.5,6.8,6.5
26043,0.0,6.1,6.7,11.6,11.5,9.6,8.4,8.3,6.8,5.7,5.2
26045,1.0,5.3,6.1,10.4,9.6,8.0,6.9,6.7,5.7,4.4,4.1
26047,0.0,9.1,9.7,14.3,14.4,13.1,11.9,11.8,9.6,7.2,6.5
26049,1.0,8.4,10.1,14.9,14.0,11.4,10.0,9.7,7.9,6.1,5.6
26051,0.0,10.1,10.6,16.5,14.8,13.0,11.8,11.7,9.3,7.3,7.0
26053,0.0,7.8,8.4,12.9,13.1,11.9,11.1,10.8,8.9,7.3,6.1
26055,0.0,6.6,7.3,11.8,11.6,9.8,8.3,7.6,6.0,4.7,4.3
26057,0.0,8.7,9.2,14.0,11.8,10.0,9.0,8.9,7.1,5.7,5.2
26059,0.0,8.8,10.2,17.4,13.5,10.6,9.2,8.9,7.0,5.3,5.0
26061,0.0,7.2,7.7,10.8,10.8,9.6,9.0,8.9,7.7,6.4,6.1
26063,0.0,8.0,8.8,14.6,12.5,9.7,8.1,8.4,6.9,5.4,5.2
26065,1.0,6.2,6.9,11.4,10.3,8.8,7.8,7.7,6.2,4.7,4.3
26067,0.0,7.6,8.3,14.1,11.9,9.8,8.5,8.0,6.2,4.6,4.2
26069,0.0,10.0,10.7,17.7,15.8,12.8,11.2,11.4,9.7,7.6,7.3
26071,0.0,7.4,8.2,12.1,12.0,10.4,9.5,10.2,8.7,7.1,6.4
26073,0.0,5.3,5.9,8.9,9.8,8.4,7.4,7.2,5.9,4.8,4.7
26075,1.0,7.7,8.2,13.6,12.2,9.9,8.5,8.3,6.7,5.3,4.8
26077,1.0,5.4,6.1,10.2,10.0,8.4,7.2,6.9,5.6,4.4,4.0
26079,0.0,8.1,8.6,14.4,15.6,13.0,11.3,11.2,9.4,7.7,7.2
26081,1.0,5.9,6.6,11.0,10.1,8.2,6.8,6.2,5.0,3.8,3.5
26083,0.0,11.0,10.7,14.2,15.1,13.8,12.7,13.6,11.1,9.3,8.6
26085,0.0,10.5,11.1,16.7,16.2,13.7,13.1,13.3,11.2,8.6,7.5
26087,1.0,8.0,9.4,17.4,16.3,13.2,11.6,11.4,9.6,7.2,6.5
26089,0.0,5.5,6.0,9.3,10.4,9.2,8.0,7.7,6.7,5.3,4.8
26091,0.0,8.0,9.7,15.5,13.0,10.4,8.4,7.8,6.4,5.0,4.6
26093,1.0,5.3,6.3,11.9,11.2,9.0,7.9,7.4,6.3,4.6,4.1
26095,0.0,9.1,9.1,13.3,13.4,12.2,10.9,10.3,8.5,7.0,6.7
26097,0.0,10.1,11.5,14.0,14.6,13.1,12.1,12.2,11.2,9.7,9.8
26099,1.0,7.0,8.1,15.8,13.9,11.1,9.8,9.5,7.9,5.8,5.2
26101,0.0,8.5,8.7,13.0,13.1,12.0,10.8,10.6,8.5,6.7,6.5
26103,0.0,6.3,6.8,10.4,9.8,8.9,8.1,8.2,7.0,6.0,5.7
26105,0.0,7.8,8.3,13.3,12.6,11.0,9.7,9.2,7.5,6.1,5.8
26107,0.0,7.6,8.4,12.9,12.6,11.3,10.1,10.0,7.9,6.2,5.6
26109,0.0,5.8,6.2,11.9,11.6,9.1,8.0,7.8,6.9,5.4,5.1
26111,1.0,5.6,6.1,9.7,9.8,8.4,7.8,7.7,6.1,4.9,4.7
26113,0.0,8.6,10.2,15.6,12.7,10.9,9.7,9.2,7.8,6.6,5.9
26115,1.0,6.8,8.5,14.6,11.7,9.5,7.7,7.4,6.1,4.6,4.3
26117,1.0,11.7,11.3,16.6,14.1,11.6,10.2,9.6,7.6,5.7,5.3
26119,0.0,13.2,13.7,20.7,20.2,18.1,16.2,16.0,13.0,10.0,10.1
26121,1.0,7.3,8.4,14.9,14.5,11.4,10.0,9.9,7.7,5.8,5.4
26123,0.0,8.0,8.8,13.9,12.7,10.6,9.2,8.9,7.2,5.5,4.9
26125,1.0,5.8,6.6,13.0,11.8,9.5,8.2,7.8,6.5,4.7,4.2
26127,0.0,8.4,10.2,16.1,16.2,14.0,12.6,12.4,10.0,8.0,7.3
26129,0.0,8.5,9.1,13.5,14.5,12.8,11.4,11.8,9.8,7.9,7.8
26131,0.0,8.4,9.1,15.8,16.7,16.2,13.4,13.8,11.4,9.4,8.5
26133,0.0,8.1,9.3,15.3,13.6,11.4,10.0,10.0,8.5,6.5,5.7
26135,0.0,10.6,12.6,21.3,19.6,17.8,15.6,15.6,11.8,8.7,7.3
26137,0.0,9.3,9.9,14.7,14.2,12.2,10.7,10.4,8.1,6.1,5.9
26139,1.0,5.7,6.8,12.5,10.3,8.0,6.6,6.1,4.8,3.6,3.4
26141,0.0,12.7,13.4,18.7,17.4,16.1,14.5,14.7,12.8,10.2,9.5
26143,0.0,9.8,10.9,15.1,16.6,14.8,13.4,13.9,11.5,9.1,8.4
26145,1.0,7.2,8.3,12.5,12.2,10.2,9.2,9.0,7.5,5.7,5.3
26147,1.0,8.4,9.7,17.7,16.4,13.1,11.8,11.5,9.6,6.8,6.1
26149,0.0,6.4,8.5,14.7,12.5,10.9,8.9,7.8,5.8,4.5,4.1
26151,0.0,9.1,10.9,17.5,15.4,12.2,10.5,10.5,8.5,6.5,6.2
26153,0.0,10.9,11.1,14.6,13.6,13.3,12.6,12.8,11.0,10.9,9.1
26155,0.0,8.3,9.6,14.9,12.9,10.7,9.6,9.4,7.5,5.7,5.3
26157,0.0,8.5,10.0,15.9,14.7,12.0,10.6,10.5,8.6,6.7,6.3
26159,1.0,7.0,8.0,12.8,13.5,11.5,10.5,10.1,8.1,6.3,5.7
26161,1.0,4.9,5.6,8.6,8.1,6.8,6.0,5.8,4.9,3.7,3.7
26163,1.0,8.3,9.3,16.2,15.5,12.9,11.7,11.5,9.6,6.9,6.3
26165,0.0,8.7,10.8,17.6,14.4,12.2,11.0,11.1,8.6,6.8,5.8
27000,,4.6,5.4,7.8,7.4,6.5,5.6,5.0,4.2,3.7,3.9
27001,0.0,6.8,8.1,10.3,10.4,9.6,8.1,7.5,6.7,6.5,7.0
27003,1.0,4.5,5.5,8.4,8.0,6.8,5.9,5.0,4.1,3.6,3.7
27005,0.0,5.7,6.8,8.6,7.9,7.1,5.8,5.5,4.8,4.4,4.6
27007,0.0,6.0,6.9,8.6,8.2,8.2,7.0,6.2,5.3,4.9,5.2
27009,1.0,5.0,6.1,8.5,8.7,7.6,6.4,5.9,5.1,4.4,4.4
27011,0.0,4.7,5.5,5.7,6.5,6.4,5.2,5.4,4.4,4.4,4.8
27013,1.0,3.7,4.4,6.4,6.4,5.4,4.8,4.2,3.4,2.9,3.2
27015,0.0,4.8,6.0,7.3,6.9,5.9,5.6,5.2,4.6,4.1,4.2
27017,1.0,5.7,6.7,8.5,8.4,7.6,6.9,6.0,5.2,4.9,5.3
27019,1.0,3.9,4.9,7.2,6.7,5.5,4.8,4.3,3.6,3.2,3.3
27021,0.0,7.1,8.6,10.6,10.6,10.0,8.9,8.2,7.1,6.7,6.8
27023,0.0,4.3,5.2,7.7,7.3,6.3,5.3,5.1,4.5,4.4,4.5
27025,1.0,5.8,6.8,9.9,8.9,7.6,6.6,5.6,4.7,4.2,4.3
27027,1.0,3.4,3.7,4.8,5.5,5.5,4.8,4.3,3.4,3.1,3.4
27029,0.0,10.3,11.4,14.7,13.1,11.9,10.5,10.6,10.5,9.1,9.6
27031,0.0,4.8,5.6,7.0,7.2,6.9,6.2,5.8,5.6,4.4,4.5
27033,0.0,4.0,5.3,6.3,6.5,6.1,6.5,5.8,5.2,4.7,7.2
27035,0.0,5.6,6.9,9.6,9.5,8.7,7.7,6.9,5.9,5.1,5.1
27037,1.0,4.1,4.9,7.2,7.0,6.1,5.2,4.5,3.8,3.3,3.4
27039,1.0,4.3,5.2,7.4,6.9,6.0,5.0,4.7,4.2,3.7,3.7
27041,0.0,4.4,5.0,6.6,6.8,6.0,5.0,4.4,3.7,3.4,3.5
27043,0.0,5.2,6.2,9.2,8.0,7.1,5.8,5.4,5.2,4.4,4.4
27045,1.0,5.1,6.1,8.1,7.5,6.6,5.5,5.0,4.4,4.1,4.0
27047,0.0,4.9,5.7,8.4,7.7,6.6,5.8,5.0,4.3,3.8,3.8
27049,0.0,4.9,5.7,7.6,7.0,6.0,5.2,4.7,3.9,3.5,3.7
27051,0.0,5.9,7.0,8.3,7.9,6.9,6.1,5.7,5.0,4.7,4.7
27053,1.0,4.1,4.9,7.3,7.0,6.1,5.2,4.6,3.8,3.3,3.3
27055,1.0,5.1,5.8,7.9,7.7,6.9,5.8,5.0,4.4,3.8,3.9
27057,0.0,6.4,7.6,9.9,9.9,9.2,8.0,7.2,6.4,6.1,6.5
27059,1.0,6.0,6.9,10.0,9.6,8.3,7.0,6.0,5.1,4.3,4.7
27061,0.0,7.2,7.9,10.8,10.2,9.1,7.8,7.7,6.6,6.5,8.5
27063,0.0,3.9,4.2,5.4,5.8,5.4,4.5,4.1,4.2,4.0,4.5
27065,0.0,8.3,10.3,13.0,11.2,10.0,9.0,8.1,7.4,6.6,6.5
27067,0.0,4.3,5.0,6.7,6.7,6.0,5.2,4.8,4.2,3.7,3.8
27069,0.0,5.7,5.7,7.2,7.5,6.8,5.8,6.0,4.9,4.6,4.6
27071,0.0,7.0,7.7,9.4,8.7,8.4,8.0,8.3,8.5,8.1,8.5
27073,0.0,4.1,4.8,6.1,6.7,6.1,5.0,5.6,4.8,4.1,4.3
27075,0.0,4.5,5.3,9.1,8.3,6.9,6.0,6.2,4.6,4.8,6.4
27077,0.0,5.0,6.0,7.6,6.5,6.2,6.1,5.6,4.8,4.4,4.8
27079,1.0,6.1,7.4,10.6,8.9,7.6,6.5,6.1,5.4,4.8,4.9
27081,0.0,4.5,5.1,5.8,5.5,5.2,4.7,4.6,4.3,3.5,3.7
27083,0.0,3.8,4.4,5.8,5.6,5.3,4.4,4.1,3.6,3.2,3.6
27085,0.0,5.0,6.0,9.5,9.0,7.6,6.8,5.6,4.6,3.9,4.4
27087,0.0,6.7,7.2,7.8,8.3,7.6,6.9,5.8,5.6,5.8,5.8
27089,0.0,8.0,7.9,9.8,9.3,8.3,7.7,7.6,6.8,6.9,7.3
27091,0.0,4.4,4.9,7.5,7.3,6.6,5.6,5.3,4.7,4.0,4.1
27093,0.0,5.9,6.6,9.5,8.8,7.7,6.6,5.5,4.6,4.2,4.5
27095,1.0,7.6,9.0,12.5,11.1,9.6,8.3,7.5,6.7,5.8,5.9
27097,0.0,6.2,7.6,11.0,9.5,8.2,7.1,6.7,6.2,5.4,5.6
27099,0.0,4.0,4.6,6.2,6.1,5.7,5.0,4.5,3.8,3.2,3.2
27101,0.0,4.3,5.1,5.7,6.8,6.2,5.2,5.3,4.9,4.4,4.7
27103,1.0,3.6,4.3,6.3,6.1,5.1,4.6,3.7,3.1,2.6,2.8
27105,0.0,3.5,4.2,5.2,5.6,5.3,4.3,4.0,3.4,3.2,3.8
27107,0.0,5.1,5.6,6.4,6.9,6.7,5.9,5.7,5.0,4.6,4.8
27109,1.0,3.8,4.4,6.1,5.9,5.3,4.4,4.0,3.4,2.9,3.0
27111,0.0,5.3,6.1,8.0,7.2,6.4,5.6,5.3,4.5,4.2,4.3
27113,0.0,6.9,7.1,8.8,9.0,7.7,6.6,6.3,5.2,5.1,5.7
27115,0.0,7.6,8.6,11.2,9.8,8.8,7.5,6.9,6.1,5.5,5.8
27117,0.0,3.7,4.4,6.3,6.6,6.5,5.0,4.6,3.8,3.3,3.8
27119,1.0,4.6,5.0,5.9,6.6,7.0,6.2,5.4,4.6,4.2,4.3
27121,0.0,4.4,5.3,7.1,7.1,5.9,4.7,4.3,3.6,3.5,3.5
27123,1.0,4.4,5.3,7.6,7.5,6.6,5.7,4.9,4.0,3.5,3.6
27125,0.0,8.1,7.9,10.1,9.6,8.1,7.2,6.7,5.8,5.9,7.3
27127,0.0,4.7,5.4,6.7,6.7,6.0,5.5,5.5,4.4,3.9,4.1
27129,0.0,5.2,5.8,7.8,8.1,7.3,6.8,6.5,5.5,4.8,5.2
27131,0.0,5.0,5.9,8.5,7.8,6.6,5.8,4.9,4.1,3.5,3.5
27133,0.0,3.2,3.9,5.3,5.1,4.2,3.6,3.2,2.5,2.1,2.3
27135,0.0,6.3,4.9,7.6,6.4,5.3,4.7,4.4,3.7,4.0,5.1
27137,1.0,5.6,6.3,9.1,8.1,7.3,6.5,6.1,5.1,4.9,5.7
27139,1.0,4.0,5.0,7.3,6.9,5.8,5.0,4.4,3.6,3.1,3.2
27141,1.0,5.0,6.2,9.1,8.4,7.1,6.2,5.3,4.5,4.0,4.1
27143,1.0,5.0,6.3,7.9,7.9,6.9,6.0,5.5,4.6,4.1,4.3
27145,1.0,4.6,5.6,7.8,7.2,6.3,5.4,4.9,4.1,3.6,3.8
27147,0.0,4.3,5.1,8.6,7.8,6.5,5.4,4.6,3.8,3.3,3.6
27149,0.0,3.7,4.7,5.3,5.6,4.9,4.2,3.8,3.3,2.8,3.0
27151,0.0,5.2,6.1,7.2,8.1,7.1,6.2,5.8,4.8,6.0,5.4
27153,0.0,5.4,6.5,8.9,7.8,6.8,5.8,5.3,4.7,4.4,4.7
27155,0.0,5.2,5.5,6.6,6.2,6.0,5.0,5.1,4.6,4.1,3.9
27157,1.0,4.4,5.0,7.6,7.1,6.2,5.2,4.6,4.0,3.8,3.7
27159,0.0,7.4,8.2,10.9,10.2,9.0,7.8,7.0,6.2,5.9,5.9
27161,0.0,4.7,5.4,8.2,7.5,6.3,5.8,5.5,4.8,4.1,4.3
27163,1.0,4.0,5.0,7.2,6.7,5.9,5.1,4.4,3.6,3.1,3.3
27165,0.0,5.0,6.5,8.8,7.3,6.3,5.6,5.3,4.9,4.7,4.9
27167,0.0,3.8,4.4,5.4,5.5,5.6,4.7,4.2,3.4,3.3,3.2
27169,0.0,4.2,4.8,7.7,6.9,5.8,4.9,4.4,3.7,3.3,3.5
27171,1.0,5.1,6.1,8.9,8.0,6.8,5.9,5.0,4.2,3.7,3.9
27173,0.0,4.3,5.1,6.4,6.3,5.7,5.0,4.9,4.1,3.7,3.8
28000,,6.1,6.6,9.5,10.4,10.0,9.0,8.5,7.5,6.4,5.8
28001,0.0,6.4,6.5,9.1,11.5,10.8,9.9,9.3,8.3,7.9,8.2
28003,0.0,6.9,7.6,11.9,11.5,10.9,8.7,7.8,6.6,5.6,5.2
28005,0.0,6.3,7.0,10.6,11.9,11.5,10.0,9.1,8.0,7.5,7.3
28007,0.0,7.5,8.9,13.3,12.5,11.2,9.8,9.4,8.7,7.6,6.7
28009,1.0,9.3,11.0,14.2,12.5,12.4,10.6,10.5,9.3,8.0,6.7
28011,0.0,8.0,8.4,10.6,11.4,11.1,10.6,10.7,9.5,7.8,7.2
28013,0.0,8.1,8.8,11.1,9.2,8.7,8.3,8.4,7.4,6.2,5.3
28015,0.0,6.3,7.0,10.7,13.1,12.2,11.0,10.6,9.4,8.2,7.3
28017,0.0,10.0,10.7,13.3,12.0,11.4,10.2,10.7,9.7,7.7,6.6
28019,0.0,7.5,7.9,12.2,11.8,10.2,9.1,8.5,8.1,6.2,5.6
28021,0.0,10.9,10.7,15.6,16.7,15.9,15.4,17.0,14.6,12.5,11.3
28023,0.0,7.3,7.6,11.1,12.6,11.8,10.8,10.0,9.0,7.8,6.8
28025,0.0,14.8,12.8,17.7,16.4,14.9,14.1,15.4,13.2,9.5,8.1
28027,0.0,8.9,9.0,12.1,13.7,13.8,12.6,12.9,11.7,10.0,8.7
28029,1.0,7.4,7.1,10.2,11.4,11.5,11.0,10.5,8.8,7.2,6.5
28031,0.0,5.3,5.9,8.2,10.1,9.3,8.5,7.9,6.6,5.8,5.4
28033,1.0,3.9,4.6,7.1,7.5,7.2,6.5,5.9,5.3,4.8,4.2
28035,1.0,5.0,5.6,7.8,9.8,10.1,9.0,8.4,7.4,6.3,5.7
28037,0.0,6.9,7.5,11.1,11.4,10.8,9.8,9.2,8.3,7.7,7.1
28039,0.0,7.1,7.4,10.0,11.5,12.1,10.2,9.4,8.2,7.5,7.4
28041,0.0,7.5,9.0,11.6,11.9,12.1,11.2,10.2,8.9,7.5,7.3
28043,0.0,7.2,7.3,12.3,11.6,10.2,9.2,8.8,7.2,5.9,5.1
28045,1.0,5.2,5.5,8.0,9.0,9.5,8.5,7.8,7.2,6.5,6.1
28047,1.0,5.3,5.4,7.7,8.8,8.9,8.2,7.5,6.7,5.9,5.5
28049,1.0,5.5,5.9,8.2,9.8,9.5,8.8,8.5,7.2,6.0,5.4
28051,0.0,10.7,12.9,19.2,19.6,17.9,16.5,16.7,14.9,12.0,11.0
28053,0.0,8.8,9.6,12.6,17.2,18.5,19.0,17.2,15.8,12.6,11.4
28055,0.0,7.6,8.6,11.5,16.2,20.2,17.6,20.4,17.3,17.1,14.0
28057,0.0,7.1,8.0,11.5,11.3,10.0,8.4,8.0,7.1,5.7,5.0
28059,1.0,5.4,5.7,8.3,9.5,10.4,9.5,8.9,8.0,7.0,6.6
28061,0.0,6.0,7.0,10.6,12.2,11.5,10.2,9.9,8.5,7.8,7.6
28063,0.0,13.1,13.1,16.7,18.8,18.6,17.4,19.2,16.0,14.9,14.8
28065,0.0,7.0,6.8,10.4,14.1,13.9,12.9,12.6,10.2,8.7,8.2
28067,0.0,4.6,5.2,7.4,9.1,8.6,7.6,7.1,6.2,6.0,6.1
28069,0.0,7.8,8.1,12.6,14.7,14.2,13.1,12.9,12.7,10.3,8.7
28071,0.0,4.7,5.2,8.0,9.3,8.6,7.7,7.1,6.4,5.4,4.9
28073,1.0,4.2,4.6,6.7,7.2,7.1,6.5,5.9,5.1,4.8,4.5
28075,0.0,6.3,6.7,9.5,10.7,10.2,9.0,8.4,7.5,6.5,5.9
28077,0.0,7.5,7.7,11.1,11.9,11.6,10.3,9.2,8.3,7.2,7.1
28079,0.0,6.3,6.7,9.2,9.7,9.7,9.2,8.5,7.1,6.1,6.0
28081,0.0,6.1,6.9,10.5,10.4,9.6,8.3,8.0,7.2,5.5,4.8
28083,0.0,7.9,8.8,12.5,15.3,14.9,14.0,14.3,12.6,10.7,9.1
28085,0.0,6.4,7.2,10.3,10.5,9.8,8.6,7.7,6.6,6.0,5.7
28087,0.0,7.4,7.6,10.6,11.8,10.5,9.1,9.3,8.7,7.0,6.1
28089,1.0,4.7,5.1,6.9,7.4,6.9,6.2,5.8,5.2,4.6,4.3
28091,0.0,6.3,6.9,10.2,12.2,10.7,10.2,9.4,8.2,7.3,6.5
28093,1.0,7.4,8.0,11.8,12.1,11.7,10.9,10.1,8.6,7.2,6.0
28095,0.0,9.2,9.6,13.8,13.1,12.0,11.1,11.8,10.0,7.3,6.3
28097,0.0,9.1,8.6,13.9,13.8,12.4,11.7,11.3,9.2,7.7,6.4
28099,0.0,5.0,5.3,9.3,10.4,9.3,8.4,7.8,6.8,6.1,5.7
28101,0.0,5.6,6.5,9.2,10.1,9.2,8.0,7.5,6.6,6.1,5.9
28103,0.0,12.4,13.5,18.6,15.8,14.5,13.1,13.4,12.5,9.8,8.2
28105,0.0,6.5,6.2,8.8,10.2,9.6,8.4,8.0,7.2,6.1,5.4
28107,0.0,7.9,8.3,12.2,13.5,13.2,12.1,11.9,10.5,8.7,7.3
28109,0.0,5.9,6.6,9.0,9.5,9.3,8.2,7.4,6.7,6.1,6.0
28111,1.0,6.7,8.1,10.7,13.6,13.2,11.5,10.4,9.1,7.9,7.1
28113,0.0,6.6,6.9,10.1,11.6,11.6,10.5,9.8,8.2,7.3,6.8
28115,0.0,6.4,7.7,10.2,10.2,9.3,7.8,7.4,6.8,5.6,4.7
28117,0.0,7.5,8.0,12.9,11.8,10.4,8.6,8.4,7.5,6.0,5.5
28119,0.0,8.2,8.8,12.4,14.9,14.9,13.9,14.8,13.0,10.7,9.7
28121,1.0,3.9,4.1,6.0,6.9,6.4,5.7,5.2,4.6,4.1,3.9
28123,0.0,4.9,5.0,7.0,8.0,8.4,7.6,6.6,5.5,4.8,4.6
28125,0.0,8.2,8.5,10.8,14.5,14.6,13.6,13.0,11.0,9.6,8.7
28127,1.0,5.5,5.8,8.6,9.4,9.1,8.2,7.4,6.4,5.9,5.4
28129,0.0,5.4,6.4,9.1,9.1,8.2,7.3,6.7,5.8,5.3,5.2
28131,0.0,5.6,5.8,7.9,10.6,10.8,10.3,9.5,8.5,7.4,6.7
28133,0.0,9.5,10.2,12.7,15.4,15.1,14.4,13.9,12.5,10.5,9.3
28135,0.0,7.7,8.3,11.2,12.2,12.1,11.3,11.1,9.2,7.5,6.8
28137,1.0,6.0,6.7,10.7,10.8,10.4,9.2,8.9,8.5,7.0,5.8
28139,0.0,7.0,9.9,14.7,13.5,11.8,10.1,9.8,8.3,6.3,5.5
28141,0.0,7.9,8.8,12.5,12.7,12.1,10.3,9.2,7.7,6.3,5.5
28143,1.0,7.9,10.5,14.5,13.7,14.5,12.3,12.4,11.7,9.2,7.1
28145,0.0,6.1,6.9,10.4,10.9,9.9,8.0,7.1,6.1,5.1,4.4
28147,0.0,6.3,7.1,11.3,13.0,12.0,11.2,10.7,9.4,8.1,7.7
28149,0.0,6.1,6.3,9.8,10.5,10.2,9.0,9.0,7.6,6.6,6.3
28151,0.0,8.4,9.4,13.6,15.8,15.5,14.5,14.5,12.5,10.2,9.0
28153,0.0,6.4,7.4,10.8,12.1,11.4,11.1,10.7,8.8,7.9,7.3
28155,0.0,8.1,9.2,13.7,11.5,10.4,9.1,9.5,8.5,7.2,6.2
28157,0.0,8.4,7.9,10.8,13.8,13.0,12.3,12.4,11.4,10.5,10.1
28159,0.0,6.6,7.4,16.8,17.0,13.3,11.5,11.0,9.9,8.2,7.1
28161,0.0,7.7,8.5,14.1,13.6,11.8,10.1,10.0,9.2,7.1,6.3
28163,1.0,7.6,8.7,11.7,12.2,12.0,11.2,11.0,9.9,8.1,7.4
29000,,5.1,6.1,9.3,9.6,8.5,6.9,6.7,6.1,5.0,4.6
29001,0.0,4.8,5.3,6.6,8.7,8.6,7.0,6.9,6.5,5.6,5.7
29003,1.0,3.9,4.8,7.7,8.3,6.9,5.3,5.4,5.2,4.2,3.7
29005,0.0,4.4,4.8,7.3,8.6,8.2,6.4,5.8,5.4,4.5,4.6
29007,0.0,4.9,6.2,9.3,9.6,8.2,6.5,6.3,5.6,4.6,4.3
29009,0.0,4.9,5.5,8.2,9.7,9.0,7.1,6.8,6.1,5.0,4.5
29011,0.0,8.7,9.3,10.7,10.3,8.8,7.4,7.2,6.3,5.4,5.2
29013,1.0,6.1,7.2,10.7,11.0,10.1,8.2,7.6,7.1,6.1,5.4
29015,0.0,5.9,6.9,9.9,12.1,10.9,9.1,8.5,7.8,6.5,6.1
29017,1.0,5.4,6.7,10.3,10.1,9.0,7.0,7.1,6.8,5.6,5.2
29019,1.0,3.7,4.4,6.3,6.5,5.7,4.5,4.5,4.2,3.5,3.3
29021,1.0,4.5,5.2,8.5,9.2,8.1,6.3,6.2,5.7,4.6,4.1
29023,0.0,6.6,6.2,8.1,9.6,9.0,8.2,7.9,7.0,6.2,5.7
29025,1.0,5.5,6.7,9.7,9.6,8.7,7.0,6.7,5.5,4.6,4.7
29027,1.0,4.4,5.4,8.1,8.3,7.6,6.2,6.0,5.6,4.7,4.1
29029,0.0,4.9,6.3,9.7,12.0,11.1,9.6,9.2,8.1,6.6,5.8
29031,1.0,4.3,5.2,7.3,7.3,6.7,5.5,5.8,5.5,4.3,4.3
29033,0.0,5.1,7.1,10.4,11.5,10.5,8.3,7.3,7.2,6.0,5.4
29035,0.0,6.3,7.2,9.8,11.5,11.3,9.5,9.6,9.0,7.4,7.1
29037,1.0,5.0,6.0,9.6,9.6,8.5,6.7,6.3,5.7,4.8,4.2
29039,0.0,5.7,6.5,9.1,9.5,8.7,7.4,7.0,6.4,5.3,5.0
29041,0.0,5.6,6.2,9.8,9.5,9.0,6.5,6.3,5.8,4.7,4.4
29043,1.0,3.9,5.0,8.2,8.4,7.4,5.8,5.5,4.9,4.2,3.9
29045,0.0,5.5,6.1,12.0,12.4,10.0,8.1,7.9,6.9,7.1,7.4
29047,1.0,4.3,5.2,8.4,8.4,7.4,6.1,6.1,5.4,4.5,3.9
29049,1.0,5.2,5.9,9.8,9.7,8.9,7.0,6.6,5.9,4.9,4.2
29051,1.0,3.9,4.5,6.8,6.9,6.3,5.2,5.2,5.0,4.0,3.6
29053,0.0,4.5,5.7,8.9,9.8,9.0,7.2,6.9,6.0,5.8,4.9
